Candidate_ID,Age,Gender,Nationality,Education_Level,University_Ranking,Field_of_Study,Years_of_Experience,Technical_Skills_Score,Communication_Score,Interview_Score,Assessment_Test_Score,Internship_Experience,Previous_Company_Tier,Expected_Salary,Willing_to_Relocate,Visa_Status,English_Proficiency,Leadership_Experience,Certifications_Count,Application_Source,Referral_Status,HR_Rating,Manager_Rating,Final_Hiring_Decision
TLB1370,26,Male,Pakistani,Master's,268,Other,6,62.6,71.0,80.0,81.2,No,Tier 3,11800,Yes,Work Visa,Intermediate,No,5,LinkedIn,Not Referred,2.4,3.0,Hired
TLB1371,39,Male,Indian,Bachelor's,263,Business,1,37.4,73.8,84.4,61.9,No,Tier 3,18600,Yes,UAE Resident,Native,No,0,Referral,Referred,3.6,2.1,Rejected
TLB1372,26,Female,Indian,Master's,672,Computer Science,0,61.0,73.7,53.8,72.7,No,None,15700,No,Work Visa,Native,Yes,7,Company Website,Not Referred,3.7,3.5,Hired
TLB1373,20,Male,Pakistani,Bachelor's,86,Computer Science,8,62.7,66.9,83.6,75.9,No,Startup,8100,No,UAE Resident,Fluent,No,0,Job Portal,Not Referred,3.6,2.1,Rejected
TLB1374,20,Female,Indian,Master's,459,Business,4,62.8,77.1,66.4,75.3,Yes,Startup,13100,Yes,Work Visa,Fluent,No,0,Company Website,Not Referred,3.3,4.0,Rejected
TLB1375,20,Female,Filipino,Bachelor's,312,Finance,11,55.1,66.1,54.9,79.0,Yes,Tier 3,13900,Yes,Citizen,Fluent,No,3,Company Website,Not Referred,3.9,4.2,Rejected
TLB1376,33,Male,Indian,Bachelor's,199,Hospitality,1,74.4,55.9,64.4,57.2,Yes,Tier 3,14100,No,Citizen,Intermediate,No,6,Job Portal,Not Referred,3.6,2.6,Hired
TLB1377,43,Female,Egyptian,High School,170,Marketing,0,76.1,73.8,82.7,51.7,Yes,Tier 2,13400,Yes,UAE Resident,Fluent,No,1,LinkedIn,Not Referred,2.8,2.1,Rejected
TLB1378,20,Female,Indian,PhD,571,Business,3,60.4,75.4,72.9,81.6,Yes,None,14500,No,Work Visa,Intermediate,No,4,Referral,Referred,1.1,3.1,Hired
TLB1379,25,Female,Other,Bachelor's,393,Marketing,15,60.3,66.3,51.2,52.8,Yes,Tier 3,13900,No,Visit Visa,Fluent,Yes,2,LinkedIn,Not Referred,3.0,2.7,Rejected
TLB1380,30,Male,Emirati,Bachelor's,420,Computer Science,7,49.2,71.7,51.3,91.1,Yes,Startup,8800,No,Citizen,Intermediate,No,7,Referral,Referred,3.2,2.9,Rejected
TLB1381,39,Male,Pakistani,Bachelor's,477,Finance,6,68.8,79.5,51.0,54.3,Yes,Tier 1,9900,No,UAE Resident,Fluent,No,3,Walk-in,Not Referred,3.2,3.2,Rejected
TLB1382,25,Male,Indian,Bachelor's,368,Finance,7,85.7,67.4,57.5,59.7,Yes,None,10900,Yes,UAE Resident,Fluent,No,3,Referral,Referred,3.1,2.4,Hired
TLB1383,33,Male,Indian,PhD,87,Computer Science,3,85.7,62.6,68.0,62.3,Yes,Tier 3,12400,Yes,UAE Resident,Fluent,No,0,Job Portal,Not Referred,2.8,4.4,Hired
TLB1384,28,Female,Pakistani,High School,1,Logistics,14,56.0,59.5,52.4,43.4,Yes,Startup,10900,No,UAE Resident,Intermediate,Yes,2,LinkedIn,Not Referred,2.6,2.6,Rejected
TLB1385,45,Female,American,Bachelor's,607,Hospitality,6,94.9,65.0,61.4,43.5,Yes,Tier 1,17000,Yes,Work Visa,Basic,No,0,Referral,Referred,2.5,3.8,Hired
TLB1386,30,Male,Other,Master's,341,Business,6,59.6,86.4,85.2,77.8,Yes,None,7700,Yes,UAE Resident,Native,No,7,Referral,Referred,3.5,2.4,Hired
TLB1387,32,Female,Indian,Bachelor's,315,Finance,8,49.8,65.6,88.0,40.9,No,Startup,4200,No,UAE Resident,Fluent,No,3,LinkedIn,Not Referred,4.0,3.1,Hired
TLB1388,30,Male,Indian,Bachelor's,660,Marketing,0,44.6,72.3,87.2,100.0,No,Tier 3,20900,Yes,Visit Visa,Intermediate,Yes,2,Referral,Referred,2.3,3.5,Rejected
TLB1389,27,Female,Egyptian,High School,87,Computer Science,1,48.9,64.1,43.7,63.7,Yes,Tier 2,8300,No,UAE Resident,Native,No,1,Company Website,Not Referred,3.2,3.2,Rejected
TLB1390,35,Male,Filipino,Bachelor's,1,Business,4,70.0,63.1,88.8,50.6,Yes,Tier 2,17000,No,Citizen,Intermediate,Yes,5,Referral,Referred,3.8,2.9,Hired
TLB1391,23,Female,Indian,Bachelor's,1,Finance,8,61.1,57.4,68.2,70.9,Yes,Tier 2,14700,Yes,Visit Visa,Fluent,No,5,Job Portal,Not Referred,3.1,2.7,Hired
TLB1392,20,Female,Egyptian,High School,193,Other,0,55.5,69.2,68.0,30.5,Yes,Tier 1,8500,Yes,Citizen,Intermediate,No,2,Walk-in,Not Referred,3.7,2.8,Hired
TLB1393,29,Male,Pakistani,Bachelor's,323,Marketing,4,52.3,61.8,80.4,60.3,Yes,Tier 3,11400,Yes,Visit Visa,Intermediate,Yes,2,Referral,Referred,4.0,2.6,Hired
TLB1394,34,Male,Egyptian,Master's,578,Marketing,4,48.7,83.3,76.1,62.1,Yes,Tier 3,10700,Yes,UAE Resident,Fluent,No,7,Walk-in,Not Referred,3.5,3.4,Hired
TLB1395,26,Female,Indian,Master's,468,Finance,0,51.7,66.7,42.7,47.3,Yes,Tier 3,13600,Yes,UAE Resident,Intermediate,Yes,0,LinkedIn,Not Referred,2.9,4.6,Rejected
TLB1396,31,Male,Pakistani,Master's,1,Engineering,3,80.2,67.5,59.0,56.2,Yes,Startup,8500,No,Citizen,Fluent,Yes,4,LinkedIn,Not Referred,4.1,3.4,Hired
TLB1397,22,Male,Indian,Bachelor's,860,Computer Science,6,92.1,65.8,62.2,86.4,No,Tier 3,11200,No,UAE Resident,Intermediate,No,7,Referral,Referred,3.0,3.6,Hired
TLB1398,36,Female,Egyptian,Bachelor's,217,Engineering,0,93.0,72.5,49.7,67.6,Yes,Tier 1,11800,Yes,UAE Resident,Intermediate,Yes,2,Company Website,Not Referred,3.0,4.0,Rejected
TLB1399,33,Male,Indian,PhD,545,Other,9,75.3,85.9,80.0,70.6,Yes,None,17000,No,Work Visa,Intermediate,Yes,0,Company Website,Not Referred,3.6,2.7,Rejected
TLB1400,30,Male,British,Master's,409,Logistics,6,57.6,55.5,85.7,54.0,No,Tier 3,10100,Yes,UAE Resident,Fluent,No,6,Company Website,Not Referred,3.0,1.7,Hired
TLB1401,31,Male,British,Bachelor's,301,Other,6,55.0,71.3,66.9,46.5,Yes,Startup,7600,Yes,UAE Resident,Fluent,Yes,7,Job Portal,Not Referred,3.0,3.1,Hired
TLB1402,21,Male,Egyptian,Bachelor's,252,Computer Science,5,76.3,49.2,70.9,61.6,Yes,None,9500,No,UAE Resident,Fluent,Yes,0,LinkedIn,Not Referred,2.9,3.8,Hired
TLB1403,21,Female,Emirati,Bachelor's,77,Engineering,1,61.3,82.7,66.9,30.6,Yes,Startup,13700,Yes,UAE Resident,Intermediate,Yes,3,Job Portal,Not Referred,3.1,4.7,Rejected
TLB1404,29,Male,Indian,Bachelor's,42,Marketing,2,71.2,66.7,68.3,49.6,No,Tier 3,4000,No,Work Visa,Intermediate,No,0,Company Website,Not Referred,3.3,2.3,Rejected
TLB1405,33,Male,Pakistani,Bachelor's,266,Business,6,94.0,50.1,81.5,47.5,No,Tier 3,17400,Yes,UAE Resident,Fluent,No,7,Referral,Referred,1.8,4.0,Hired
TLB1406,33,Male,Filipino,High School,22,Business,2,68.3,52.7,44.0,36.5,No,None,12100,No,UAE Resident,Intermediate,No,6,LinkedIn,Not Referred,3.1,3.3,Rejected
TLB1407,27,Female,Other,PhD,629,Hospitality,5,99.2,77.8,73.3,74.1,No,None,13900,No,UAE Resident,Intermediate,No,6,Referral,Referred,2.0,2.8,Hired
TLB1408,34,Male,Indian,Bachelor's,319,Finance,1,48.1,48.0,67.2,63.2,No,Tier 2,13000,No,Work Visa,Intermediate,Yes,2,Referral,Referred,2.9,2.3,Rejected
TLB1409,38,Female,American,Bachelor's,718,Finance,6,71.7,71.3,57.7,56.3,Yes,Tier 3,9000,No,UAE Resident,Fluent,No,5,Job Portal,Not Referred,3.4,2.6,Rejected
TLB1410,29,Female,Indian,Bachelor's,212,Business,6,69.7,62.9,60.5,74.4,No,None,7100,Yes,UAE Resident,Fluent,No,1,Referral,Referred,3.0,3.6,Hired
TLB1411,31,Female,Indian,Master's,181,Engineering,0,50.2,65.7,90.8,42.0,No,None,8800,No,Visit Visa,Fluent,No,1,LinkedIn,Not Referred,3.7,4.1,Hired
TLB1412,28,Female,Emirati,Master's,418,Computer Science,5,77.0,59.9,49.7,46.2,Yes,Tier 1,5200,Yes,UAE Resident,Intermediate,No,4,Job Portal,Not Referred,3.4,1.0,Hired
TLB1413,29,Female,Egyptian,Bachelor's,248,Computer Science,0,88.0,56.6,64.8,80.6,Yes,Tier 3,13600,Yes,Work Visa,Intermediate,Yes,7,Company Website,Not Referred,1.7,3.5,Hired
TLB1414,31,Female,Indian,Bachelor's,494,Marketing,0,98.0,62.2,88.2,96.9,Yes,Tier 3,11300,Yes,UAE Resident,Intermediate,No,2,Walk-in,Not Referred,4.0,2.6,Rejected
TLB1415,40,Male,Indian,Master's,587,Business,2,71.2,74.9,50.5,74.6,Yes,Tier 2,5100,No,UAE Resident,Fluent,No,3,Company Website,Not Referred,3.4,2.7,Hired
TLB1416,35,Female,British,Master's,519,Other,14,36.5,64.5,61.1,71.6,No,Startup,9200,Yes,UAE Resident,Intermediate,Yes,7,Company Website,Not Referred,2.8,3.4,Rejected
TLB1417,34,Male,Pakistani,Bachelor's,572,Engineering,7,72.2,73.1,67.6,56.9,No,Tier 3,14900,Yes,Citizen,Intermediate,Yes,3,Referral,Referred,2.9,4.6,Hired
TLB1418,27,Male,Emirati,Master's,463,Computer Science,9,76.1,65.1,72.4,57.2,Yes,Tier 2,17800,No,UAE Resident,Fluent,No,6,Company Website,Not Referred,1.7,2.5,Rejected
TLB1419,24,Female,Emirati,Bachelor's,190,Computer Science,7,61.5,75.3,66.0,68.2,Yes,Tier 2,6200,Yes,UAE Resident,Native,No,5,Referral,Referred,3.4,3.0,Rejected
TLB1420,32,Female,Pakistani,Bachelor's,527,Finance,5,68.2,73.0,55.4,84.2,Yes,None,21700,No,Work Visa,Native,No,7,LinkedIn,Not Referred,3.7,1.8,Hired
TLB1421,37,Female,Indian,Bachelor's,439,Computer Science,8,57.7,61.5,72.8,71.0,Yes,None,7700,No,UAE Resident,Intermediate,No,2,Walk-in,Not Referred,2.7,3.5,Hired
TLB1422,40,Male,Indian,Bachelor's,176,Business,2,63.0,56.6,65.7,78.4,Yes,None,4300,Yes,Visit Visa,Fluent,No,6,Job Portal,Not Referred,2.6,2.5,Hired
TLB1423,20,Male,Filipino,Bachelor's,201,Engineering,6,80.3,79.5,75.2,52.2,No,None,19900,No,Citizen,Fluent,No,6,Company Website,Not Referred,3.3,4.4,Hired
TLB1424,44,Male,Indian,Bachelor's,281,Business,9,85.8,58.2,79.0,73.6,No,None,7300,No,Work Visa,Fluent,No,7,Referral,Referred,4.0,3.4,Rejected
TLB1425,32,Male,Filipino,Master's,522,Finance,7,45.9,74.0,47.7,55.6,Yes,Tier 3,18900,No,UAE Resident,Intermediate,Yes,7,Job Portal,Not Referred,4.0,2.9,Rejected
TLB1426,35,Male,Indian,Bachelor's,323,Engineering,9,57.3,68.4,80.4,67.0,Yes,Tier 1,9000,No,UAE Resident,Intermediate,Yes,2,LinkedIn,Not Referred,3.8,2.9,Hired
TLB1427,20,Male,Indian,PhD,298,Computer Science,5,41.2,62.4,63.7,73.6,No,None,10700,Yes,Citizen,Intermediate,No,6,Referral,Referred,4.6,3.4,Hired
TLB1428,28,Male,Indian,Bachelor's,268,Hospitality,10,92.6,73.2,77.7,57.6,No,Tier 3,6100,Yes,UAE Resident,Intermediate,No,5,LinkedIn,Not Referred,3.8,3.7,Rejected
TLB1429,34,Female,Indian,Bachelor's,229,Engineering,4,78.1,84.4,73.4,50.8,No,Tier 2,17700,No,UAE Resident,Intermediate,Yes,0,LinkedIn,Not Referred,4.0,2.2,Hired
TLB1430,22,Male,Emirati,Master's,67,Finance,12,35.0,75.5,91.1,70.1,Yes,None,17100,Yes,Citizen,Intermediate,No,7,LinkedIn,Not Referred,3.3,3.0,Hired
TLB1431,20,Female,Indian,Master's,459,Computer Science,7,64.0,69.6,67.1,63.1,Yes,Tier 2,9000,Yes,Citizen,Fluent,Yes,5,Job Portal,Not Referred,3.0,3.1,Hired
TLB1432,32,Female,Other,Master's,96,Finance,3,60.7,87.5,61.8,66.9,Yes,None,11700,Yes,UAE Resident,Intermediate,No,5,LinkedIn,Not Referred,4.0,3.3,Hired
TLB1433,29,Male,American,Master's,313,Business,0,53.7,47.9,60.3,74.2,Yes,Tier 3,15000,No,UAE Resident,Intermediate,Yes,0,Job Portal,Not Referred,2.5,4.1,Hired
TLB1434,38,Male,Indian,Bachelor's,218,Engineering,2,80.5,54.7,53.5,83.3,Yes,Tier 1,9900,No,Work Visa,Intermediate,No,7,Walk-in,Not Referred,3.5,2.0,Rejected
TLB1435,29,Male,Filipino,High School,453,Business,1,80.2,62.4,77.5,74.3,No,None,18100,No,Visit Visa,Fluent,No,7,LinkedIn,Not Referred,2.8,3.9,Rejected
TLB1436,29,Female,Filipino,Bachelor's,231,Other,4,69.0,85.0,52.7,72.4,No,Startup,11500,No,UAE Resident,Fluent,No,6,Job Portal,Not Referred,3.4,3.4,Rejected
TLB1437,34,Male,British,Bachelor's,98,Business,0,55.4,79.3,77.4,58.0,No,Tier 3,9700,Yes,UAE Resident,Fluent,No,2,Referral,Referred,3.4,2.7,Hired
TLB1438,36,Male,Indian,Bachelor's,497,Other,9,55.5,47.4,64.1,60.1,Yes,Tier 3,4900,No,UAE Resident,Native,Yes,0,Walk-in,Not Referred,3.3,3.7,Hired
TLB1439,25,Female,Indian,Bachelor's,134,Other,5,65.7,62.8,44.1,71.4,Yes,Tier 2,6200,Yes,UAE Resident,Native,Yes,5,Referral,Referred,3.2,2.8,Hired
TLB1440,35,Female,Indian,Master's,330,Engineering,5,58.1,52.1,86.3,59.9,Yes,Tier 2,14600,No,UAE Resident,Fluent,No,4,Referral,Referred,3.6,1.7,Hired
TLB1441,26,Male,Emirati,Master's,554,Business,0,64.9,67.5,23.1,71.3,Yes,Tier 1,13100,No,Visit Visa,Native,No,2,LinkedIn,Not Referred,3.7,1.0,Rejected
TLB1442,30,Male,Indian,Master's,153,Engineering,2,73.4,78.8,65.9,53.6,Yes,Tier 2,15700,No,UAE Resident,Intermediate,No,2,Walk-in,Not Referred,2.2,2.1,Hired
TLB1443,34,Male,American,Master's,279,Other,0,42.0,79.7,70.0,92.0,Yes,Tier 2,9500,No,UAE Resident,Intermediate,No,5,LinkedIn,Not Referred,3.2,2.7,Rejected
TLB1444,35,Male,Other,Bachelor's,213,Finance,10,53.6,71.2,37.0,67.7,Yes,Tier 3,4600,No,Visit Visa,Intermediate,Yes,7,Job Portal,Not Referred,2.9,3.2,Hired
TLB1445,31,Male,Indian,High School,326,Marketing,0,64.5,62.9,72.7,66.8,Yes,Tier 1,9800,Yes,UAE Resident,Fluent,No,4,LinkedIn,Not Referred,3.3,3.6,Hired
TLB1446,23,Male,Pakistani,Master's,286,Computer Science,0,88.5,66.9,58.3,58.2,No,Tier 3,21200,No,UAE Resident,Fluent,Yes,7,Company Website,Not Referred,2.9,2.9,Hired
TLB1447,20,Female,Indian,Master's,484,Logistics,9,77.7,76.2,63.8,91.8,Yes,Tier 2,7700,Yes,Citizen,Fluent,No,4,Referral,Referred,4.1,2.0,Hired
TLB1448,28,Male,Pakistani,Bachelor's,175,Computer Science,6,64.9,96.2,84.5,47.5,No,Tier 2,11800,No,UAE Resident,Intermediate,No,4,LinkedIn,Not Referred,3.2,2.8,Hired
TLB1449,35,Female,Filipino,Bachelor's,554,Computer Science,5,71.0,53.8,68.9,55.2,No,None,3000,No,Citizen,Native,No,2,LinkedIn,Not Referred,3.9,2.9,Rejected
TLB1450,32,Male,Emirati,Bachelor's,620,Business,6,63.5,87.1,62.4,77.0,Yes,None,9700,Yes,UAE Resident,Intermediate,Yes,0,LinkedIn,Not Referred,2.5,4.5,Rejected
TLB1451,31,Female,American,Bachelor's,351,Engineering,8,81.2,70.9,64.8,68.4,Yes,None,10100,Yes,UAE Resident,Fluent,No,2,Job Portal,Not Referred,3.0,3.5,Hired
TLB1452,29,Female,Other,Bachelor's,141,Logistics,5,71.5,77.8,90.1,56.9,No,Tier 1,13500,Yes,Work Visa,Fluent,No,2,Job Portal,Not Referred,2.8,1.8,Hired
TLB1453,31,Female,Egyptian,Bachelor's,291,Hospitality,0,84.2,70.2,72.3,57.3,Yes,Startup,10600,No,UAE Resident,Native,No,4,LinkedIn,Not Referred,3.5,2.8,Hired
TLB1454,24,Female,Egyptian,Bachelor's,275,Business,7,44.7,84.9,55.5,60.9,Yes,Tier 2,5200,No,Work Visa,Fluent,No,1,Referral,Referred,2.4,3.7,Hired
TLB1455,34,Male,Pakistani,PhD,654,Engineering,6,52.9,72.0,60.7,66.4,Yes,Tier 3,9000,Yes,UAE Resident,Native,Yes,4,LinkedIn,Not Referred,2.0,3.1,Hired
TLB1456,35,Male,Indian,Bachelor's,279,Hospitality,9,69.1,60.2,51.5,86.8,No,None,11100,Yes,Work Visa,Intermediate,No,4,Job Portal,Not Referred,2.8,1.8,Hired
TLB1457,27,Male,Indian,Master's,576,Marketing,0,72.4,73.4,61.1,73.5,Yes,Tier 2,7500,Yes,UAE Resident,Native,No,4,Job Portal,Not Referred,3.6,3.8,Hired
TLB1458,32,Male,Filipino,Master's,322,Computer Science,2,100.0,81.5,87.9,79.3,Yes,None,8200,Yes,Visit Visa,Fluent,Yes,7,Job Portal,Not Referred,2.6,3.4,Rejected
TLB1459,20,Female,Emirati,Bachelor's,309,Engineering,6,37.9,68.0,64.8,58.9,No,Startup,16500,No,Work Visa,Native,No,1,Job Portal,Not Referred,3.4,3.0,Rejected
TLB1460,31,Male,British,Master's,229,Finance,1,64.5,43.1,49.6,72.2,Yes,Tier 2,9200,No,UAE Resident,Basic,Yes,2,Referral,Referred,2.7,2.5,Rejected
TLB1461,29,Female,Pakistani,Bachelor's,247,Other,0,63.8,66.6,72.6,43.2,No,Tier 1,14000,Yes,UAE Resident,Intermediate,No,2,LinkedIn,Not Referred,2.0,3.9,Hired
TLB1462,37,Male,Pakistani,Bachelor's,477,Finance,5,68.6,69.2,61.9,67.5,No,None,11200,No,UAE Resident,Intermediate,No,5,Job Portal,Not Referred,3.8,1.6,Hired
TLB1463,28,Male,Indian,High School,153,Computer Science,8,91.0,67.5,74.3,66.7,No,Tier 3,6500,No,Work Visa,Fluent,Yes,5,LinkedIn,Not Referred,3.7,1.9,Hired
TLB1464,35,Male,Other,Master's,491,Finance,4,78.1,62.1,63.8,90.5,Yes,Tier 1,10500,No,UAE Resident,Intermediate,Yes,6,LinkedIn,Not Referred,3.2,2.5,Hired
TLB1465,27,Female,Indian,PhD,588,Business,6,40.9,83.9,85.8,86.8,No,Tier 1,13300,Yes,Work Visa,Native,Yes,4,Referral,Referred,3.2,3.3,Rejected
TLB1466,20,Female,Indian,High School,181,Logistics,6,88.0,39.5,55.2,61.4,Yes,None,19800,No,UAE Resident,Intermediate,Yes,6,Job Portal,Not Referred,3.1,2.0,Rejected
TLB1467,28,Male,Indian,Bachelor's,541,Engineering,5,87.6,69.1,51.9,53.6,Yes,Tier 2,8500,Yes,UAE Resident,Intermediate,No,0,Company Website,Not Referred,2.5,2.7,Hired
TLB1468,31,Male,Egyptian,Bachelor's,509,Business,5,68.9,69.3,79.2,53.9,No,None,11600,Yes,Work Visa,Native,No,1,Walk-in,Not Referred,4.1,2.8,Rejected
TLB1469,30,Female,Other,Master's,473,Engineering,9,40.7,93.1,41.0,60.9,Yes,Startup,16100,Yes,UAE Resident,Native,No,4,Referral,Referred,3.1,3.4,Rejected
TLB1470,30,Male,Indian,Bachelor's,172,Business,1,62.7,67.8,64.8,83.2,No,Tier 2,17700,Yes,UAE Resident,Fluent,No,1,LinkedIn,Not Referred,3.5,2.9,Hired
TLB1471,26,Female,Other,Bachelor's,276,Business,7,72.0,73.3,77.4,70.8,No,Tier 2,9100,No,Work Visa,Native,No,2,Referral,Referred,2.9,2.9,Rejected
TLB1472,28,Male,Indian,Master's,275,Marketing,0,79.9,69.5,38.5,72.3,No,Startup,11300,No,Work Visa,Fluent,No,1,Job Portal,Not Referred,3.5,2.5,Hired
TLB1473,23,Male,Filipino,Bachelor's,718,Hospitality,2,38.4,69.1,67.8,76.4,Yes,Tier 3,17000,Yes,UAE Resident,Fluent,Yes,1,LinkedIn,Not Referred,4.0,4.0,Hired
TLB1474,20,Male,Emirati,Bachelor's,297,Logistics,9,53.5,89.2,47.6,51.1,Yes,Tier 1,14300,Yes,UAE Resident,Fluent,No,2,Walk-in,Not Referred,3.3,3.6,Rejected
TLB1475,29,Male,Pakistani,Bachelor's,263,Engineering,0,81.5,54.7,43.0,55.1,No,Tier 2,16700,Yes,UAE Resident,Intermediate,No,7,Company Website,Not Referred,3.5,3.6,Hired
TLB1476,25,Male,Egyptian,Bachelor's,70,Computer Science,4,87.5,60.0,53.1,72.3,Yes,None,17300,No,Work Visa,Fluent,No,0,Job Portal,Not Referred,3.8,2.5,Rejected
TLB1477,36,Male,Pakistani,Bachelor's,105,Engineering,13,71.5,77.1,64.6,54.1,Yes,Startup,14500,Yes,UAE Resident,Intermediate,No,7,Job Portal,Not Referred,3.7,2.7,Hired
TLB1478,20,Female,Indian,Bachelor's,163,Engineering,8,82.2,71.1,57.8,43.6,Yes,Tier 3,12600,Yes,Work Visa,Fluent,Yes,4,Referral,Referred,3.9,3.5,Hired
TLB1479,31,Male,British,Bachelor's,372,Business,2,71.8,64.6,81.4,49.8,Yes,Tier 2,9000,No,Visit Visa,Fluent,Yes,6,Job Portal,Not Referred,3.4,2.6,Rejected
TLB1480,42,Male,Other,Master's,15,Logistics,3,79.4,67.2,68.1,79.8,Yes,Tier 3,10900,Yes,Citizen,Fluent,No,5,Referral,Referred,3.4,2.4,Hired
TLB1481,28,Male,Pakistani,Bachelor's,166,Other,4,67.2,79.0,60.6,59.8,No,Startup,11200,Yes,UAE Resident,Intermediate,Yes,0,Job Portal,Not Referred,3.4,3.3,Hired
TLB1482,29,Male,Filipino,Master's,1,Computer Science,9,72.2,73.8,50.0,68.2,No,Tier 1,17400,No,UAE Resident,Fluent,No,2,Job Portal,Not Referred,3.8,2.1,Hired
TLB1483,32,Female,British,Bachelor's,580,Hospitality,1,46.7,59.4,69.9,50.5,Yes,None,12800,Yes,UAE Resident,Intermediate,No,6,Company Website,Not Referred,2.9,2.9,Rejected
TLB1484,33,Male,Indian,Master's,321,Finance,1,75.8,70.9,93.8,70.3,Yes,None,12800,Yes,UAE Resident,Intermediate,No,5,LinkedIn,Not Referred,3.6,3.8,Rejected
TLB1485,27,Female,American,Bachelor's,362,Business,7,46.2,67.4,57.9,61.2,Yes,Tier 2,7500,Yes,UAE Resident,Intermediate,No,2,Walk-in,Not Referred,4.8,3.2,Hired
TLB1486,23,Male,Indian,Master's,82,Finance,0,75.8,73.6,59.4,71.2,Yes,None,17400,Yes,Citizen,Fluent,No,4,Walk-in,Not Referred,3.5,2.3,Hired
TLB1487,33,Female,British,Bachelor's,532,Computer Science,1,58.4,64.1,53.2,58.3,Yes,Startup,8500,No,UAE Resident,Native,Yes,3,Company Website,Not Referred,2.4,3.5,Rejected
TLB1488,20,Male,Indian,High School,600,Computer Science,4,70.5,53.5,82.4,72.1,Yes,Startup,10700,No,UAE Resident,Intermediate,No,0,Walk-in,Not Referred,3.0,2.6,Rejected
TLB1489,34,Female,Indian,Bachelor's,313,Other,4,50.7,76.1,79.1,57.6,Yes,Tier 1,17900,Yes,Work Visa,Intermediate,No,7,Company Website,Not Referred,3.6,3.8,Hired
TLB1490,27,Male,Pakistani,High School,204,Finance,0,57.4,74.6,61.2,63.9,No,None,16000,Yes,Citizen,Intermediate,No,1,Referral,Referred,2.7,3.5,Rejected
TLB1491,30,Male,Pakistani,PhD,410,Business,6,70.5,85.0,59.2,61.2,Yes,Tier 3,8200,Yes,UAE Resident,Intermediate,No,6,Referral,Referred,2.5,2.8,Hired
TLB1492,26,Female,American,PhD,446,Engineering,6,76.3,52.2,54.7,65.4,No,None,7100,No,Visit Visa,Native,Yes,1,LinkedIn,Not Referred,2.2,2.5,Hired
TLB1493,38,Female,Other,Master's,474,Other,2,81.4,67.2,63.2,68.9,Yes,Tier 2,11100,Yes,Visit Visa,Intermediate,No,4,Company Website,Not Referred,3.1,2.4,Rejected
TLB1494,31,Female,Indian,Bachelor's,432,Engineering,10,47.7,65.2,80.3,58.1,No,Tier 2,9400,Yes,UAE Resident,Intermediate,No,3,Company Website,Not Referred,4.3,5.0,Hired
TLB1495,28,Male,Indian,Master's,492,Other,6,42.5,63.2,67.5,63.3,No,None,5400,Yes,Work Visa,Basic,No,7,LinkedIn,Not Referred,2.8,1.3,Hired
TLB1496,27,Female,Indian,Master's,161,Logistics,1,50.4,49.5,83.7,67.6,Yes,Tier 3,8600,No,UAE Resident,Intermediate,No,5,LinkedIn,Not Referred,3.8,1.7,Rejected
TLB1497,29,Female,Pakistani,Bachelor's,482,Business,10,49.0,55.2,57.6,72.1,No,Tier 1,3000,No,UAE Resident,Fluent,No,4,Job Portal,Not Referred,3.0,4.0,Rejected
TLB1498,44,Female,Pakistani,Bachelor's,209,Finance,3,88.5,71.2,36.9,63.9,No,None,16100,Yes,UAE Resident,Intermediate,No,2,Job Portal,Not Referred,2.9,3.8,Hired
TLB1499,22,Male,American,Master's,1,Finance,5,85.1,62.0,100.0,52.6,No,Tier 2,15800,Yes,UAE Resident,Intermediate,No,6,Walk-in,Not Referred,3.6,3.4,Hired
TLB1500,36,Female,British,High School,207,Hospitality,3,50.1,58.1,69.8,66.2,Yes,None,18300,No,Work Visa,Fluent,Yes,1,LinkedIn,Not Referred,2.1,1.5,Hired
TLB1501,33,Female,Emirati,Bachelor's,189,Engineering,7,90.7,85.2,77.1,74.4,No,None,13600,Yes,Visit Visa,Fluent,No,4,Job Portal,Not Referred,4.4,3.5,Hired
TLB1502,39,Female,Pakistani,Master's,348,Computer Science,3,84.2,96.5,56.8,46.3,Yes,Tier 1,10000,Yes,UAE Resident,Fluent,No,2,LinkedIn,Not Referred,3.6,2.3,Hired
TLB1503,33,Male,Filipino,Bachelor's,467,Computer Science,3,40.6,67.3,49.3,46.5,Yes,Tier 3,16600,Yes,Work Visa,Native,No,3,LinkedIn,Not Referred,3.9,3.0,Hired
TLB1504,30,Male,Pakistani,Bachelor's,338,Finance,4,49.5,50.0,69.0,55.7,No,None,8800,Yes,UAE Resident,Intermediate,Yes,0,Job Portal,Not Referred,3.0,3.4,Rejected
TLB1505,36,Female,Indian,Bachelor's,701,Hospitality,3,40.1,72.8,41.1,62.3,No,None,6000,Yes,UAE Resident,Fluent,No,5,Referral,Referred,3.5,3.5,Rejected
TLB1506,31,Male,Indian,Master's,194,Hospitality,8,63.7,43.0,63.5,34.2,No,Tier 3,11300,No,Work Visa,Intermediate,No,5,Job Portal,Not Referred,3.9,2.6,Hired
TLB1507,34,Female,Pakistani,PhD,1,Marketing,0,65.3,51.8,80.3,73.0,Yes,Startup,13800,Yes,UAE Resident,Fluent,No,5,LinkedIn,Not Referred,3.1,4.1,Hired
TLB1508,38,Male,Indian,Master's,355,Computer Science,4,65.2,73.0,72.8,62.4,Yes,Tier 3,8300,Yes,Visit Visa,Intermediate,Yes,5,LinkedIn,Not Referred,2.6,3.8,Hired
